step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
299,CASH_OUT,32873.5,C1496351753,103896.0,71022.5,C509492336,143604.95,176478.45,0
277,DEBIT,6455.02,C1321135589,0.0,0.0,C348830792,295615.21,302070.23,0
40,TRANSFER,124241.28,C585201618,0.0,0.0,C666390096,1396616.42,1520857.7,0
208,TRANSFER,692021.42,C354077993,33914.0,0.0,C2128775644,1232201.1,1924222.52,0
228,CASH_IN,193783.1,C1749487916,10057776.23,10251559.34,C426775818,1677377.06,1483593.95,0
401,CASH_OUT,130189.27,C244917813,51346.0,0.0,C1568213446,0.0,130189.27,0
225,CASH_OUT,56278.65,C1679376664,0.0,0.0,C1777244771,646003.65,702282.3,0
307,CASH_OUT,149752.17,C853445366,79775.0,0.0,C922581000,0.0,149752.17,0
306,CASH_OUT,4076.63,C825395339,20016.0,15939.37,C38204481,169096.26,173172.89,0
48,PAYMENT,4622.99,C45345425,398114.62,393491.63,M1662421124,0.0,0.0,0
133,CASH_OUT,395049.75,C360707871,0.0,0.0,C69322753,0.0,395049.75,0
15,TRANSFER,65937.8,C1027607142,10639.21,0.0,C1113941243,1448048.72,1513986.52,0
15,CASH_OUT,359108.9,C319246220,0.0,0.0,C1727582648,368707.49,727816.39,0
356,CASH_OUT,436661.78,C1079608724,0.0,0.0,C441511715,7587193.34,8023855.11,0
15,CASH_OUT,81098.69,C1281496169,0.0,0.0,C12387149,1972009.8,2053108.49,0
178,PAYMENT,7233.97,C1755153137,0.0,0.0,M1666034462,0.0,0.0,0
282,TRANSFER,56458.18,C620190219,0.0,0.0,C470339278,160379.75,216837.93,0
394,PAYMENT,30564.57,C587805112,0.0,0.0,M668993811,0.0,0.0,0
305,CASH_OUT,4839.42,C132756230,48940.0,44100.58,C525775977,927469.43,932308.85,0
129,TRANSFER,2839987.44,C1297634340,15825.0,0.0,C1956542244,37552.2,3007897.24,0
278,CASH_OUT,112310.48,C1107132672,354.0,0.0,C483264614,0.0,112310.48,0
133,CASH_OUT,178234.16,C969468158,285.0,0.0,C135126939,0.0,178234.16,0
308,TRANSFER,22819.98,C952765188,14249.0,0.0,C1918204602,415742.71,438562.7,0
138,CASH_IN,282536.63,C2059966813,1338.0,283874.63,C188729143,2242024.66,1959488.03,0
690,CASH_IN,287683.95,C472606303,1510798.92,1798482.87,C1736806432,1751073.3,1463389.35,0
136,CASH_IN,202549.72,C1733891173,212520.0,415069.72,C1994507061,0.0,0.0,0
327,CASH_OUT,153147.43,C2027272019,16904.0,0.0,C1603239686,227272.41,380419.85,0
156,CASH_IN,196495.39,C1551056407,2697552.76,2894048.14,C2056791626,286379.49,89884.1,0
238,PAYMENT,5141.88,C1831807473,179307.79,174165.91,M295972677,0.0,0.0,0
303,CASH_OUT,150635.26,C688959675,15516.0,0.0,C1443060883,562604.13,713239.39,0
37,TRANSFER,681501.62,C1069242940,0.0,0.0,C1560607671,1166436.75,2047417.59,0
303,CASH_OUT,229259.32,C315876635,0.0,0.0,C1768065855,429737.03,658996.35,0
36,PAYMENT,42972.18,C1425865598,316198.57,273226.39,M1995183272,0.0,0.0,0
403,CASH_OUT,221889.65,C28565160,1933.0,0.0,C1203747410,0.0,221889.65,0
393,CASH_IN,152056.04,C215117343,16087247.68,16239303.73,C706766615,217972.03,65915.98,0
590,CASH_OUT,233073.87,C1830445833,27941.0,0.0,C514283488,0.0,233073.87,0
332,PAYMENT,7942.35,C605374374,20429.0,12486.65,M608907014,0.0,0.0,0
281,PAYMENT,15774.36,C1112583685,0.0,0.0,M306703122,0.0,0.0,0
260,CASH_OUT,99369.47,C356114887,0.0,0.0,C225843569,333645.31,433014.78,0
261,PAYMENT,9160.94,C1129303545,0.0,0.0,M776317984,0.0,0.0,0
353,CASH_IN,186141.32,C99866867,589.0,186730.32,C609900383,0.0,0.0,0
209,PAYMENT,9830.7,C610715200,15878.21,6047.51,M1320057882,0.0,0.0,0
297,CASH_IN,106186.95,C1456959437,48962.0,155148.95,C1110193064,12226972.32,12120785.37,0
370,CASH_IN,169460.54,C383364394,2101203.3,2270663.85,C1172362087,376014.14,206553.6,0
281,CASH_OUT,115794.3,C867768643,0.0,0.0,C756335998,1734343.74,1850138.03,0
211,CASH_IN,5917.31,C420435221,293.0,6210.31,C2029456274,1083676.96,1158130.55,0
211,CASH_IN,149966.14,C972245016,19910253.85,20060220.0,C74581920,1140094.92,990128.77,0
369,PAYMENT,1611.24,C1480636622,17796.0,16184.76,M2101909996,0.0,0.0,0
346,PAYMENT,27613.52,C1700859122,3671.39,0.0,M420637369,0.0,0.0,0
12,CASH_OUT,444679.53,C65534169,0.0,0.0,C512589163,1094952.37,2902962.53,0
139,CASH_OUT,110545.74,C1581534536,0.0,0.0,C1894207825,3444528.22,3555073.96,0
96,CASH_OUT,165888.42,C882120498,0.0,0.0,C2147130192,1676478.7,1842367.12,0
139,CASH_IN,452925.64,C1647757636,1650639.96,2103565.6,C204826802,1327976.33,988118.18,0
355,PAYMENT,30571.86,C1591771380,30068.0,0.0,M936661754,0.0,0.0,0
131,PAYMENT,27037.51,C668165531,0.0,0.0,M2046312052,0.0,0.0,0
405,PAYMENT,19115.68,C150323607,0.0,0.0,M599272709,0.0,0.0,0
356,CASH_OUT,83778.6,C1558896285,0.0,0.0,C483048584,255755.83,339534.43,0
203,PAYMENT,3139.68,C2138250197,0.0,0.0,M1057182793,0.0,0.0,0
404,PAYMENT,3388.49,C1866518405,56893.0,53504.51,M2117693063,0.0,0.0,0
259,PAYMENT,7709.89,C1995181690,69434.0,61724.11,M513298593,0.0,0.0,0
308,CASH_OUT,80554.65,C1507299613,25749.0,0.0,C80241679,0.0,80554.65,0
260,CASH_OUT,118293.52,C760386016,67427.0,0.0,C1275933354,601205.82,719499.33,0
234,TRANSFER,120281.56,C1705138201,0.0,0.0,C209594708,1270023.55,1390305.11,0
185,PAYMENT,18530.71,C1940612367,0.0,0.0,M1023121369,0.0,0.0,0
329,CASH_IN,95779.06,C1705578202,21566493.01,21662272.07,C130601315,499241.04,403461.98,0
304,TRANSFER,429012.47,C2112492553,0.0,0.0,C1572877495,1713699.6,2142712.07,0
21,CASH_IN,117746.37,C262508598,52759.0,170505.37,C104170118,646090.78,528344.42,0
235,CASH_OUT,99182.53,C199269262,61442.0,0.0,C1349481225,3844.55,103027.08,0
9,CASH_OUT,124913.25,C167779761,20116.0,0.0,C358804045,529406.82,785894.29,0
330,CASH_IN,98524.09,C564108849,399924.0,498448.09,C254427580,1957471.77,1858947.68,0
369,PAYMENT,42967.18,C741203691,45109.0,2141.82,M1824379032,0.0,0.0,0
209,PAYMENT,14165.47,C1584407609,0.0,0.0,M1913849185,0.0,0.0,0
255,CASH_IN,253256.87,C1379853692,156065.0,409321.87,C612900238,4420534.67,4167277.8,0
326,PAYMENT,7021.47,C1993652691,0.0,0.0,M825008922,0.0,0.0,0
274,CASH_OUT,159212.69,C2048027776,0.0,0.0,C1967105313,369216.67,528429.36,0
379,TRANSFER,233823.88,C392067095,73509.0,0.0,C1281496727,1726946.52,1960770.4,0
230,CASH_IN,200830.46,C873287766,50818.0,251648.46,C1180108024,853611.66,652781.2,0
15,PAYMENT,36796.03,C1981490740,317585.25,280789.22,M345165731,0.0,0.0,0
203,CASH_IN,182190.59,C71074505,21760781.76,21942972.36,C1774919031,2191169.5,2008978.9,0
370,PAYMENT,5755.18,C1249934980,0.0,0.0,M1176071170,0.0,0.0,0
351,TRANSFER,1002585.81,C1753699514,18017.0,0.0,C1063871806,340276.02,1342861.83,0
18,CASH_IN,112600.0,C1836848592,720251.48,832851.47,C1566027367,1877958.9,1574534.41,0
353,CASH_IN,195286.7,C179568773,600888.97,796175.67,C896358719,847207.41,651920.71,0
203,CASH_OUT,193435.84,C1261777959,2243.0,0.0,C1684556661,0.0,193435.84,0
186,TRANSFER,703026.75,C338858683,0.0,0.0,C1133794000,2284169.49,2987196.24,0
46,PAYMENT,7409.16,C1472411676,31497.0,24087.84,M1385490738,0.0,0.0,0
206,CASH_OUT,425372.33,C1266238687,134887.0,0.0,C1266935255,11182.32,436554.65,0
37,PAYMENT,29350.93,C128215161,0.0,0.0,M1365901772,0.0,0.0,0
159,CASH_OUT,45468.98,C1815315894,0.0,0.0,C1585295666,571926.35,617395.33,0
205,PAYMENT,3907.8,C826087745,91154.0,87246.2,M591334085,0.0,0.0,0
191,CASH_OUT,75103.57,C826940270,0.0,0.0,C2035044958,7304818.46,7379922.03,0
158,CASH_OUT,123530.04,C1838628808,5668.0,0.0,C224572740,0.0,123530.04,0
36,CASH_OUT,264780.19,C1311402530,106944.0,0.0,C74497130,61449.0,326229.19,0
370,CASH_IN,82210.12,C1120970293,20758.0,102968.12,C1463988185,519275.56,437065.44,0
280,TRANSFER,266685.48,C1365315266,60412.86,0.0,C788481918,3052562.96,3319248.44,0
332,TRANSFER,12241.02,C690156805,107376.0,95134.98,C757180692,9969995.33,9982236.35,0
256,PAYMENT,6013.73,C84009875,50495.0,44481.27,M1080061760,0.0,0.0,0
169,PAYMENT,11783.69,C929597346,27603.0,15819.31,M1960787734,0.0,0.0,0
420,CASH_IN,320211.76,C1222611149,5074382.93,5394594.69,C257423935,412436.08,92224.32,0
349,TRANSFER,1225273.51,C928453750,0.0,0.0,C130193840,1514678.83,2739952.34,0
259,CASH_OUT,74618.95,C1119773026,33665.06,0.0,C1351968270,1662653.19,1737272.13,0
153,CASH_OUT,295940.86,C1233488654,661136.0,365195.14,C544230043,158077.59,454018.45,0
377,CASH_OUT,88249.39,C322158397,0.0,0.0,C781353194,2382256.93,2470506.32,0
350,CASH_OUT,318536.66,C1024614950,17247.88,0.0,C1160146997,1275790.63,1594327.29,0
692,PAYMENT,18241.76,C1143295302,11784.0,0.0,M1752681015,0.0,0.0,0
396,CASH_OUT,481740.2,C529577753,0.0,0.0,C948703823,7338016.94,7819757.13,0
542,PAYMENT,8544.65,C255311395,0.0,0.0,M1175307601,0.0,0.0,0
258,CASH_OUT,269381.39,C1886770090,52060.0,0.0,C142729424,3160670.46,3430051.85,0
38,PAYMENT,1966.18,C1033352963,0.0,0.0,M2140014739,0.0,0.0,0
157,CASH_IN,103888.58,C301755609,3618411.63,3722300.22,C828578861,283869.65,38344.15,0
13,TRANSFER,478866.95,C1815520696,91197.0,0.0,C1222565867,130892.95,609759.9,0
21,CASH_IN,402872.65,C954937524,20788713.49,21191586.14,C107578462,759874.29,483236.81,0
334,PAYMENT,11930.63,C1086641518,144142.86,132212.23,M1290811594,0.0,0.0,0
138,TRANSFER,476912.6,C1026021620,0.0,0.0,C805664664,886038.81,1362951.41,0
156,CASH_OUT,172248.54,C550862837,0.0,0.0,C1235586933,228873.34,401121.88,0
308,PAYMENT,11653.47,C4832351,2254.0,0.0,M1229297518,0.0,0.0,0
381,CASH_IN,125062.39,C343097143,9629695.2,9754757.59,C576060313,1076318.15,951255.75,0
330,PAYMENT,14843.18,C639010428,0.0,0.0,M1848928361,0.0,0.0,0
41,CASH_OUT,49578.53,C1962897142,19989.0,0.0,C2077579236,2435589.43,2485167.95,0
280,PAYMENT,8817.35,C310717483,5988.88,0.0,M1506079405,0.0,0.0,0
204,CASH_OUT,893300.0,C1617959429,0.0,0.0,C416649323,3338550.87,4231850.86,0
140,CASH_OUT,267377.86,C125342569,0.0,0.0,C1269516937,2867325.07,3134702.93,0
202,PAYMENT,4431.88,C820620661,0.0,0.0,M1971797941,0.0,0.0,0
14,CASH_OUT,151805.89,C669258697,5925.0,0.0,C1796835365,0.0,808548.79,0
307,PAYMENT,12721.22,C1134619116,305591.0,292869.78,M1136948410,0.0,0.0,0
372,PAYMENT,17436.57,C2056469363,45805.0,28368.43,M1104547870,0.0,0.0,0
404,CASH_OUT,212527.9,C631220483,118276.0,0.0,C634459709,593725.65,806253.55,0
216,PAYMENT,4617.15,C1721751028,200.0,0.0,M1824633439,0.0,0.0,0
398,PAYMENT,19459.58,C247097657,7431.37,0.0,M1777522952,0.0,0.0,0
544,PAYMENT,27551.23,C1710319813,0.0,0.0,M337011169,0.0,0.0,0
208,PAYMENT,10383.23,C585242365,21434.0,11050.77,M574031638,0.0,0.0,0
205,CASH_OUT,374065.44,C972283514,0.0,0.0,C1393880920,402190.85,776256.29,0
185,CASH_OUT,23660.34,C772663679,0.0,0.0,C900929103,47296.85,70957.18,0
14,PAYMENT,2772.95,C844283040,10585.33,7812.37,M1027817029,0.0,0.0,0
374,PAYMENT,13755.13,C2113395901,0.0,0.0,M693221304,0.0,0.0,0
252,CASH_IN,316851.14,C1762559365,372913.85,689764.99,C776956084,4013578.61,3696727.48,0
165,PAYMENT,4866.23,C1160422075,0.0,0.0,M1620675450,0.0,0.0,0
179,PAYMENT,3073.38,C96348594,37039.0,33965.62,M858333927,0.0,0.0,0
336,PAYMENT,3132.13,C587088894,28129.0,24996.87,M609525966,0.0,0.0,0
307,CASH_OUT,137536.7,C2013767117,0.0,0.0,C1531733117,780364.99,917901.69,0
204,CASH_IN,9608.79,C2110715970,139.0,9747.79,C1376388127,71802.0,62193.21,0
36,PAYMENT,19135.5,C1987174280,53716.85,34581.35,M1368134109,0.0,0.0,0
234,PAYMENT,19543.27,C1057173393,0.0,0.0,M689683639,0.0,0.0,0
40,TRANSFER,143468.62,C877888104,0.0,0.0,C675671834,1400120.1,1543588.72,0
188,CASH_IN,6475.66,C587898055,1816662.22,1823137.88,C1267852418,1417419.31,1410943.65,0
277,CASH_OUT,106005.4,C1596032369,0.0,0.0,C807466829,821478.77,927484.16,0
328,CASH_IN,38850.06,C2077818305,7930514.15,7969364.21,C1270228606,375079.52,336229.46,0
251,CASH_OUT,342564.43,C502506489,435.0,0.0,C350206866,152611.78,495176.21,0
38,CASH_IN,306922.63,C1172355732,1813.0,308735.63,C782769307,0.0,0.0,0
11,PAYMENT,26364.59,C1030529346,108199.91,81835.32,M707418322,0.0,0.0,0
232,CASH_OUT,249162.61,C760746367,640736.0,391573.39,C2126018791,554397.74,803560.35,0
213,CASH_IN,112303.51,C1055883469,999640.0,1111943.51,C1153470954,1025108.17,912804.67,0
370,CASH_OUT,516959.35,C1969362640,26504.0,0.0,C1292068400,1054610.26,1571569.6,0
21,CASH_IN,129753.79,C1068859347,736687.48,866441.26,C371493653,3394887.64,3265133.85,0
329,PAYMENT,6126.38,C1712862802,10872.68,4746.31,M1436765697,0.0,0.0,0
204,CASH_OUT,278665.93,C1531240500,0.0,0.0,C1457493548,773792.53,1052458.46,0
36,CASH_OUT,75303.94,C1156748256,0.0,0.0,C970036466,3808323.76,4022461.03,0
349,PAYMENT,30692.75,C4657095,91628.0,60935.25,M2143603573,0.0,0.0,0
687,TRANSFER,1238396.82,C1709279004,5555.0,0.0,C754413977,0.0,1238396.82,0
166,CASH_IN,7846.99,C1853329914,15161.0,23007.99,C1747371853,654325.15,646478.16,0
208,DEBIT,4048.04,C1995750425,27278.0,23229.96,C1486789554,723110.19,579471.33,0
189,PAYMENT,9200.04,C1961272748,82090.46,72890.42,M1574989518,0.0,0.0,0
15,TRANSFER,708070.27,C362192980,0.0,0.0,C1287881802,700833.05,1408903.32,0
185,TRANSFER,167055.27,C1575033473,0.0,0.0,C1082195435,2323020.7,2490075.97,0
355,CASH_OUT,373582.73,C5616262,0.0,0.0,C1303498195,7204764.02,7578346.75,0
47,PAYMENT,5212.02,C1069769032,12576.0,7363.98,M915209959,0.0,0.0,0
353,CASH_OUT,73047.81,C1654734452,0.0,0.0,C926238678,850373.53,923421.34,0
378,CASH_OUT,1285.73,C1613313675,87678.1,86392.37,C1782709499,486119.19,487404.92,0
131,PAYMENT,38646.42,C336332804,0.0,0.0,M830313566,0.0,0.0,0
96,CASH_IN,151071.66,C1056191409,8162863.41,8313935.07,C1977030830,5162917.06,5011845.4,0
138,CASH_OUT,197639.45,C449936507,10179.0,0.0,C1125443186,0.0,197639.45,0
140,CASH_IN,70027.22,C1572267277,1022.0,71049.22,C2007043617,58759.36,0.0,0
258,PAYMENT,12466.01,C1437143296,308456.0,295989.99,M1851524052,0.0,0.0,0
304,PAYMENT,17621.7,C1967532565,170496.94,152875.24,M1774477961,0.0,0.0,0
357,PAYMENT,3686.79,C915453964,20290.0,16603.21,M1669469760,0.0,0.0,0
328,CASH_OUT,44512.08,C1074010578,0.0,0.0,C1458750732,75661.21,120173.29,0
260,PAYMENT,9171.85,C1669672155,49902.0,40730.15,M561841252,0.0,0.0,0
19,CASH_OUT,172516.52,C1550579352,0.0,0.0,C1533329245,244508.06,763744.52,0
282,TRANSFER,35357.98,C561057669,10821.0,0.0,C1011105250,0.0,35357.98,0
330,CASH_IN,194394.88,C893747580,7051308.09,7245702.97,C1311611615,226913.97,32519.09,0
10,TRANSFER,744934.57,C420668200,0.0,0.0,C631424220,1169908.37,1920981.85,0
41,PAYMENT,13595.28,C642743571,10882.0,0.0,M1852165941,0.0,0.0,0
209,PAYMENT,1511.99,C1805279585,0.0,0.0,M392443118,0.0,0.0,0
158,CASH_OUT,90935.24,C1278904823,0.0,0.0,C1191470811,9476400.04,9567335.28,0
134,TRANSFER,338595.04,C1757820687,20169.0,0.0,C1005605750,19132.71,357727.75,0
231,PAYMENT,5462.82,C2020421671,0.0,0.0,M2134122986,0.0,0.0,0
420,PAYMENT,851.31,C1501320753,251.0,0.0,M319218451,0.0,0.0,0
15,PAYMENT,5712.56,C1631455448,0.0,0.0,M1340896844,0.0,0.0,0
36,CASH_OUT,191859.92,C891012411,0.0,0.0,C1659114421,266738.19,458598.11,0
140,CASH_OUT,132653.98,C1072307498,3859.14,0.0,C181403908,4235361.2,5007093.34,0
400,PAYMENT,521.05,C625628827,395887.0,395365.95,M1786703083,0.0,0.0,0
259,CASH_OUT,45766.37,C836485636,60607.0,14840.63,C1403422059,7852396.44,7898162.81,0
189,CASH_OUT,13149.08,C793614294,0.0,0.0,C1222003263,127135.87,140284.95,0
137,CASH_IN,294841.12,C90450967,264.0,295105.12,C725932968,929071.0,634229.88,0
133,CASH_IN,130719.84,C423326814,1341712.65,1472432.49,C973154559,2298875.68,1934513.95,0
230,CASH_OUT,21960.71,C2124583601,1135.0,0.0,C290577241,380611.96,402572.67,0
301,CASH_IN,169862.82,C561070461,2471126.53,2640989.35,C1920850794,284916.45,115053.63,0
130,CASH_IN,343746.79,C1587669929,8677830.32,9021577.1,C271397841,719152.96,375406.17,0
331,CASH_IN,363442.05,C992827639,1199588.85,1563030.9,C1872165854,639182.66,275740.6,0
137,PAYMENT,17732.56,C1144508284,0.0,0.0,M21601803,0.0,0.0,0
37,CASH_IN,382944.08,C188163200,10257.0,393201.08,C1358672929,93205.19,0.0,0
324,PAYMENT,13655.51,C1999043297,105555.4,91899.89,M1923478578,0.0,0.0,0
129,CASH_OUT,206866.02,C1639027401,359465.0,152598.98,C1503989623,0.0,206866.02,0
15,CASH_OUT,191105.0,C1374889584,357568.93,166463.93,C917768476,850821.87,1041926.86,0
255,PAYMENT,35.44,C114878566,150577.48,150542.04,M20449607,0.0,0.0,0
328,PAYMENT,10573.55,C1287154910,0.0,0.0,M2026726778,0.0,0.0,0
349,CASH_OUT,304394.36,C91473421,201475.0,0.0,C554497556,49520.27,353914.63,0
353,CASH_IN,112396.69,C893877814,529.0,112925.69,C37515498,0.0,0.0,0
347,PAYMENT,26847.52,C1767354801,0.0,0.0,M1042677647,0.0,0.0,0
164,CASH_OUT,46856.42,C141257417,0.0,0.0,C1711232347,920905.27,967761.69,0
161,PAYMENT,14285.96,C22540923,0.0,0.0,M1791945070,0.0,0.0,0
20,CASH_IN,46692.21,C1898566434,2396098.65,2442790.86,C937018135,371843.75,148290.67,0
332,PAYMENT,12547.09,C994439713,104692.0,92144.91,M1366331839,0.0,0.0,0
378,CASH_OUT,162559.65,C2067672916,27603.0,0.0,C1798323453,596729.74,759289.39,0
180,PAYMENT,18800.56,C563398543,21144.0,2343.44,M127527682,0.0,0.0,0
179,PAYMENT,3105.88,C193737989,0.0,0.0,M263442326,0.0,0.0,0
14,CASH_OUT,538607.53,C2142327277,46391.0,0.0,C1309162730,155704.07,864252.16,0
180,PAYMENT,1655.08,C1033854212,92090.0,90434.92,M1372502812,0.0,0.0,0
285,CASH_IN,182154.91,C1006711050,7166460.84,7348615.75,C213886423,287779.54,105624.63,0
204,CASH_IN,157012.08,C2067247797,20601.0,177613.08,C46360822,0.0,0.0,0
179,CASH_OUT,157183.35,C53103270,0.0,0.0,C1036168697,5562176.09,5719359.44,0
710,PAYMENT,13907.57,C2119166260,419.0,0.0,M756911896,0.0,0.0,0
408,CASH_IN,30250.44,C2094941043,1096428.72,1126679.16,C821138272,296418.71,266168.27,0
297,CASH_OUT,52016.33,C1035541554,0.0,0.0,C449996800,889020.37,941036.7,0
326,CASH_OUT,220248.66,C604597007,40441.0,0.0,C217190837,0.0,220248.66,0
302,PAYMENT,3977.36,C538843825,310071.12,306093.76,M646321475,0.0,0.0,0
260,PAYMENT,2962.75,C18723189,46293.0,43330.25,M1446173499,0.0,0.0,0
140,CASH_OUT,44161.25,C500996050,79421.0,35259.75,C1166645766,21173.42,65334.67,0
374,TRANSFER,477661.3,C1271674829,12727.0,0.0,C514629352,83287.97,560949.26,0
38,PAYMENT,275.68,C609937610,0.0,0.0,M520680986,0.0,0.0,0
308,CASH_OUT,116592.02,C1822945170,0.0,0.0,C1658288067,741290.45,857882.47,0
254,PAYMENT,1638.99,C1016963445,0.0,0.0,M515293373,0.0,0.0,0
153,CASH_IN,131709.9,C1040295738,2826877.67,2958587.58,C1133215836,223707.21,91997.31,0
284,PAYMENT,880.84,C2016787982,24418.0,23537.16,M190336896,0.0,0.0,0
130,PAYMENT,1904.6,C229105811,0.0,0.0,M1354495627,0.0,0.0,0
22,PAYMENT,12780.72,C955417145,20913.0,8132.28,M2101346939,0.0,0.0,0
348,CASH_OUT,383603.99,C216295680,465673.0,82069.01,C226956907,0.0,383603.99,0
209,PAYMENT,1330.94,C260012987,0.0,0.0,M974455343,0.0,0.0,0
135,CASH_IN,71606.23,C1525918820,842710.16,914316.38,C1409367738,247093.42,175487.19,0
273,CASH_OUT,95173.34,C1047913095,16513.0,0.0,C451727922,82039.52,177212.86,0
163,CASH_IN,199294.92,C1329834292,11178.0,210472.92,C520644110,0.0,0.0,0
41,CASH_OUT,342685.47,C505744229,14840.88,0.0,C1238707698,9501332.99,9974729.39,0
187,PAYMENT,9156.72,C1004471102,112.0,0.0,M1889185426,0.0,0.0,0
375,PAYMENT,18881.95,C623768385,0.0,0.0,M1932849339,0.0,0.0,0
45,CASH_OUT,151922.26,C1357214854,0.0,0.0,C1998098575,578699.48,730621.73,0
227,CASH_OUT,111404.57,C1435813342,815.0,0.0,C1045847625,110390.42,221794.98,0
181,CASH_IN,64001.25,C1316331615,52628.0,116629.25,C1257982216,244683.66,180682.41,0
349,PAYMENT,23824.25,C771467329,0.0,0.0,M496063708,0.0,0.0,0
381,CASH_OUT,184434.07,C1452493690,0.0,0.0,C1596051005,1605273.64,1789707.71,0
394,TRANSFER,2026980.36,C1804461771,41861.0,0.0,C2079846415,53354.74,2080335.11,0
140,TRANSFER,290278.93,C428749501,114248.47,0.0,C84255845,2380435.08,2670714.01,0
39,CASH_OUT,376882.08,C654955209,6740.94,0.0,C339424428,325893.52,702775.6,0
257,PAYMENT,21308.69,C1533546879,0.0,0.0,M1644366903,0.0,0.0,0
330,CASH_IN,167072.28,C319475701,540651.45,707723.73,C2025231907,1045358.18,878285.9,0
168,CASH_OUT,210978.12,C491504512,31426.23,0.0,C1621241334,491454.59,702432.71,0
351,PAYMENT,5521.07,C748464175,0.0,0.0,M329357584,0.0,0.0,0
323,TRANSFER,437639.79,C891573121,0.0,0.0,C1396136694,686277.64,1123917.43,0
406,CASH_IN,215001.47,C1716444758,495417.0,710418.47,C810826305,0.0,0.0,0
261,CASH_IN,516642.41,C1414055619,6491692.5,7008334.91,C161088880,3413885.18,2897242.77,0
354,CASH_OUT,351234.25,C1301630023,13620.41,0.0,C569225673,1167986.88,1519221.13,0
39,PAYMENT,7856.84,C1382374567,26096.0,18239.16,M1165779496,0.0,0.0,0
302,PAYMENT,35546.94,C519326213,0.0,0.0,M686042362,0.0,0.0,0
11,CASH_IN,280689.75,C236518066,61880.0,342569.75,C1679939068,1884777.69,1604087.94,0
325,CASH_OUT,183216.99,C2068859069,0.0,0.0,C566178634,80280526.19,80463743.18,0
186,PAYMENT,23412.6,C105212965,0.0,0.0,M1761142044,0.0,0.0,0
177,CASH_OUT,64704.4,C2089958215,300703.16,235998.76,C429477417,1495167.73,1559872.12,0
136,CASH_IN,169896.88,C2126960081,38191.0,208087.88,C530113574,64067.4,0.0,0
37,TRANSFER,271042.25,C993449990,0.0,0.0,C770894902,449003.38,720045.63,0
39,PAYMENT,4913.38,C705621530,21350.0,16436.62,M229229947,0.0,0.0,0
372,CASH_OUT,101258.82,C1406744810,0.0,0.0,C2147026661,168946.07,270204.89,0
378,PAYMENT,7325.36,C160464744,931.0,0.0,M670407416,0.0,0.0,0
354,CASH_OUT,16344.2,C206523426,23656.34,7312.14,C456470378,232692.37,249036.58,0
328,TRANSFER,387588.91,C1311021276,0.0,0.0,C1739261061,1040897.89,1428486.8,0
185,CASH_OUT,154984.2,C2135597211,64.0,0.0,C1256126561,0.0,154984.2,0
8,CASH_OUT,165340.5,C1243661791,0.0,0.0,C1065774928,567176.65,1024187.45,0
354,TRANSFER,1053470.38,C1753663522,23936.11,0.0,C2158203,1501519.99,2554990.37,0
165,PAYMENT,8787.34,C90426355,52588.19,43800.85,M724103975,0.0,0.0,0
157,CASH_IN,296910.9,C341386006,19176.0,316086.9,C1044583940,17684.67,0.0,0
306,PAYMENT,10817.8,C1323271757,312880.0,302062.2,M1645892623,0.0,0.0,0
19,CASH_OUT,75258.84,C2028212170,0.0,0.0,C720356665,3133308.31,3208567.15,0
135,CASH_OUT,215687.38,C1002369397,0.0,0.0,C419256852,371764.22,587451.6,0
371,PAYMENT,14469.82,C828003728,109771.0,95301.18,M1367914274,0.0,0.0,0
249,PAYMENT,4532.97,C462200654,0.0,0.0,M1997821679,0.0,0.0,0
184,CASH_OUT,532938.66,C1503229581,0.0,0.0,C767041896,4442725.22,4975663.88,0
258,CASH_IN,50736.62,C881149381,10186825.15,10237561.77,C1818958510,678026.63,627290.01,0
206,CASH_OUT,303404.95,C493562942,76429.0,0.0,C746176438,371696.29,675101.23,0
12,PAYMENT,70023.05,C2078986381,0.0,0.0,M953422665,0.0,0.0,0
139,TRANSFER,1865196.41,C1359596467,0.0,0.0,C926833158,4786511.93,6651708.34,0
259,PAYMENT,1671.47,C1990343882,45044.0,43372.53,M1864367464,0.0,0.0,0
235,TRANSFER,534197.28,C1613337398,0.0,0.0,C521289081,10956758.67,11490955.95,0
394,PAYMENT,23697.87,C2113129799,368118.88,344421.01,M84160248,0.0,0.0,0
254,CASH_OUT,87713.71,C1808468163,0.0,0.0,C1937462827,5587146.41,5674860.12,0
380,CASH_IN,231301.33,C1864720490,13567195.03,13798496.37,C480782031,552398.15,321096.82,0
13,PAYMENT,6489.25,C1002262725,0.0,0.0,M1555989359,0.0,0.0,0
308,CASH_IN,317017.31,C1110182562,1753171.03,2070188.34,C437801258,8614795.02,8297777.7,0
348,CASH_OUT,23308.67,C1243491474,0.0,0.0,C226258618,167688.6,190997.27,0
690,CASH_OUT,170928.15,C1500064190,243109.0,72180.85,C71069957,0.0,170928.15,0
588,CASH_IN,306311.11,C1358481632,3815160.03,4121471.14,C1113731811,1243335.35,937024.24,0
22,CASH_OUT,71844.16,C2104823914,0.0,0.0,C800643630,940476.12,1012320.29,0
374,PAYMENT,18150.06,C1500260101,0.0,0.0,M860661137,0.0,0.0,0
